instance_id,task_type,variant_type,lang,repo,original_split,empirical_success_rate,reward_mean,reward_std,difficulty,difficulty_score,train_recommended,n_f2p_effective,n_p2p_effective,prompt_tokens
opencodeinstruct-15f074a9e00d,unittest_function,ut_function,en,,train,0.875,0.9064736659610103,0.2474474209027219,very_easy,1,True,0,0,-1
opencodeinstruct-511453d963f3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-43d09d2a77d5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7bc10f01ea8a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8cf7a2e28764,unittest_function,ut_function,en,,train,0.375,0.6947258219090574,0.23646436155467554,medium,6,True,0,0,-1
opencodeinstruct-19405f5a070e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1fba01eed4de,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3603ef26366e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7666f246fd86,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8f125bd69051,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8d5c3610471e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8172ab0fdd51,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-655ad0e94755,unittest_function,ut_function,en,,train,0.75,0.7996475150877325,0.3470206832907243,easy,2,True,0,0,-1
opencodeinstruct-213b64470cd7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-89eb8ee3a237,unittest_pytest,ut_pytest,en,,train,0.375,0.48277612078902765,0.4166915625055596,medium,6,True,0,0,-1
kodcode-07d2caff1869,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-439d9f42ede6,unittest_pytest,ut_pytest,en,,train,0.0,0.5564354645876385,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-dae00f1c0cb3,unittest_pytest,ut_pytest,en,,train,0.75,0.9007078722109417,0.1719790101222705,easy,2,True,0,0,-1
kodcode-58f309fd3080,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-ce295781262c,unittest_pytest,ut_pytest,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
kodcode-d240c8012d0a,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-3e410eb745b8,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-cd749cb5e581,unittest_pytest,ut_pytest,en,,train,0.875,0.9445544330734548,0.14669518138862644,very_easy,1,True,0,0,-1
kodcode-f0205633b73b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-2365b110c6a9,unittest_pytest,ut_pytest,en,,train,0.125,0.2125,0.29764702249476643,hard,9,True,0,0,-1
kodcode-626418748e96,unittest_pytest,ut_pytest,en,,train,0.125,0.24084733547569204,0.2869327367804807,hard,9,True,0,0,-1
kodcode-df17fa164d11,unittest_pytest,ut_pytest,en,,train,0.0,0.3210343431045078,0.10556428926658264,very_hard,10,True,0,0,-1
kodcode-a3748610192f,unittest_pytest,ut_pytest,en,,train,0.375,0.5096687836487032,0.3798089270108397,medium,6,True,0,0,-1
kodcode-a9f9b86fc725,unittest_pytest,ut_pytest,en,,train,0.75,0.8397939096587247,0.27748508815305845,easy,2,True,0,0,-1
kodcode-45314a9e8372,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-54945a0ef2b0,unittest_pytest,ut_pytest,en,,train,0.625,0.7670705503476003,0.3007106264483344,easy,4,True,0,0,-1
kodcode-0594da3f410d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-371c10fa497c,unittest_pytest,ut_pytest,en,,train,0.0,0.3744052287349853,0.13234149176618948,very_hard,10,True,0,0,-1
kodcode-98b32b3ce06c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-fdee1d37e105,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6f237dd7817d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-aba71c5d8be9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8d5c3fddc2f9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a9aa3f637651,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-39684db53df4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c0438805632f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-df39c48d9b1e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fd3235f94d3c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b390ff74d2d1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-68e9d24c99b3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ab5112cac867,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-eb401ff5a46d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-58ad994fcf9c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ea06832b8579,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4ec894002304,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-05846a971118,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b0744730dcf5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d52832851f1b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5cfb096283c7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-95ffca3ac57b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8660218079dd,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-aa4523192169,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-44e45c77613c,unittest_function,ut_function,en,,train,0.875,0.9503539361054709,0.13135113863814685,very_easy,1,True,0,0,-1
opencodeinstruct-967bcf739443,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a8945f59d18d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-bf19df242875,unittest_function,ut_function,en,,train,0.375,0.4375,0.4357106264483344,medium,6,True,0,0,-1
kodcode-9769027a7a89,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-27d171b705b2,unittest_pytest,ut_pytest,en,,train,0.0,0.5761360513115978,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-19661413a8f5,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-293fdf1b20bd,unittest_pytest,ut_pytest,en,,train,0.125,0.41662414523193153,0.2601265409811452,hard,9,True,0,0,-1
kodcode-93ac9f153a78,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-31268886b317,unittest_pytest,ut_pytest,en,,train,0.5,0.6258946638440411,0.37410533615595887,easy,5,True,0,0,-1
kodcode-7460f1400a17,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d451e73ef5bf,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-48b7382ca818,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-703dcbf0ea27,unittest_pytest,ut_pytest,en,,train,0.125,0.3981155300614687,0.22749094649275503,hard,9,True,0,0,-1
kodcode-0984928fdc4d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e735d52c07cb,unittest_pytest,ut_pytest,en,,train,0.25,0.4995781868618657,0.3197456373184534,medium,8,True,0,0,-1
kodcode-ae84834d5e87,unittest_pytest,ut_pytest,en,,train,0.0,0.49151704847936445,0.06491841610827404,very_hard,10,True,0,0,-1
opencodeinstruct-5ecccea0269c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-be6cecbf246d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-337779395cca,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8e989bef2235,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-716442f09144,unittest_pytest,ut_pytest,en,,train,0.5,0.55,0.45,easy,5,True,0,0,-1
kodcode-5c5d14f723b6,unittest_pytest,ut_pytest,en,,train,0.75,0.8033248290463864,0.35695590509221836,easy,2,True,0,0,-1
kodcode-a0ef02b5654f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-77ae649681aa,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b0d90152e53a,unittest_pytest,ut_pytest,en,,train,0.875,0.9140165042944955,0.22749094649275503,very_easy,1,True,0,0,-1
kodcode-0b21aa66accd,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-692b304cad17,unittest_function,ut_function,ko,,train,0.0,0.4265986323710904,0.0,unsolved_no_signal,10,False,0,0,-1
ko-native-fb48ea007c3c,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-c862852eabf7,unittest_function,ut_function,ko,,train,0.0,0.48971143170299736,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-b26a73084a5d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-cb0301719524,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-61d43f0587a4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-756f2a77e046,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b8aedeb6acbc,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-835172d4fd56,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f2c208e0bb37,unittest_function,ut_function,en,,train,0.625,0.6797229747539443,0.41538454402810626,easy,4,True,0,0,-1
opencodeinstruct-f47feb77169f,unittest_function,ut_function,en,,train,0.0,0.31213203435596426,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-18b68e3ce232,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-20d3c78a5956,unittest_function,ut_function,en,,train,0.0,0.4622089663122214,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-7844fe00b9cd,unittest_function,ut_function,en,,train,0.0,0.11897366596101028,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-271f5b7538a0,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b6eac428e275,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0122c80d34ef,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-27e2f786806d,unittest_function,ut_function,en,,train,0.0,0.45139721114431164,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-a1a8871c4fa1,unittest_function,ut_function,en,,train,0.875,0.9362139289628747,0.16876208107413346,very_easy,1,True,0,0,-1
opencodeinstruct-9540dbfd68c4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-983e84a39b29,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d574421bd44d,unittest_function,ut_function,en,,train,0.375,0.6571232569651948,0.2655911831151281,medium,6,True,0,0,-1
opencodeinstruct-4877901eb30a,unittest_function,ut_function,en,,train,0.125,0.492283573777248,0.2500396923381374,hard,9,True,0,0,-1
opencodeinstruct-1a9770eca85f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6838e8782e31,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ab14f4ee8e30,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4f5bc6655de4,unittest_pytest,ut_pytest,en,,train,0.625,0.8174336951932959,0.23865363954475874,easy,4,True,0,0,-1
opencodeinstruct-970fd76900f2,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4375d7e5bd69,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-1bfa05eb95d2,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5c9f72899742,unittest_pytest,ut_pytest,en,,train,0.0,0.25178932768808227,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-c5fe4d6535c0,unittest_pytest,ut_pytest,en,,train,0.0,0.494633086180975,0.09178631320234626,very_hard,10,True,0,0,-1
kodcode-42169c33abc8,unittest_pytest,ut_pytest,en,,train,0.625,0.75733126291999,0.34856220504812496,easy,4,True,0,0,-1
kodcode-19d1ce176bd9,unittest_pytest,ut_pytest,en,,train,0.25,0.6469937887599697,0.20380823108504134,medium,8,True,0,0,-1
kodcode-2837afea69c1,unittest_pytest,ut_pytest,en,,train,0.75,0.8409893890038612,0.28755821216526656,easy,2,True,0,0,-1
kodcode-78bfadd9b49f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-654f9db353a8,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fd5899fabbc6,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-d9423cf33b4e,unittest_pytest,ut_pytest,en,,train,0.625,0.7670705503476003,0.3007106264483344,easy,4,True,0,0,-1
kodcode-bda5ec435904,unittest_pytest,ut_pytest,en,,train,0.75,0.75,0.4330127018922193,easy,2,True,0,0,-1
kodcode-42e235b62820,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8cc2fed6e300,unittest_pytest,ut_pytest,en,,train,0.0,0.5564354645876385,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-dad5bac8521b,unittest_pytest,ut_pytest,en,,train,0.375,0.7350850320697486,0.20520225179098708,medium,6,True,0,0,-1
kodcode-661d2689f277,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b00a6209f246,unittest_pytest,ut_pytest,en,,train,0.25,0.3556186217847897,0.3720337621733337,medium,8,True,0,0,-1
kodcode-897bf749bc06,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-04bd49aaa622,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-29d66deeef90,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-14657b6715da,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c6bd2f07ea4c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6aac45d20f11,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-14656407e8b1,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-a7812654b366,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-981a0b58603b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-12ac6730cc6f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-27eba16d6f48,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6b6e0a569e32,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e50246433b96,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-543b100d0811,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d330c80bf323,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5b7f554b35a1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b326d0704cd3,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-df2d428ba7eb,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8a5b7077ec8a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e5018acd05b5,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-8bef53ff2a6c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-959bf2f09aeb,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-404bb8670348,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f12be26bef5a,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-c2402600b7be,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b95357996cd2,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c68c803e74a5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c339f9910f76,unittest_pytest,ut_pytest,en,,train,0.0,0.18229838054991532,0.15894657465921794,very_hard,10,True,0,0,-1
kodcode-11cc16e386b0,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-df00eb0741bd,unittest_pytest,ut_pytest,en,,train,0.0,0.31213203435596426,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-584f3ece96d9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-d5847b36fa6e,unittest_pytest,ut_pytest,en,,train,0.875,0.9327761207890277,0.1778576665572777,very_easy,1,True,0,0,-1
kodcode-751e9874310b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-1bc891dd326e,unittest_pytest,ut_pytest,en,,train,0.0,0.39646353064078554,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-3e8172663612,unittest_pytest,ut_pytest,en,,train,0.625,0.8336632992203644,0.21473975732753828,easy,4,True,0,0,-1
kodcode-6c50d810c200,unittest_pytest,ut_pytest,en,,train,0.625,0.6564736659610103,0.4494074533114843,easy,4,True,0,0,-1
kodcode-7d29d3eaac9e,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5eaf048e0343,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c56ffb7e7f9f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-a84f8ab8e6fa,unittest_pytest,ut_pytest,en,,train,0.0,0.41229030761919966,0.03785626897145294,very_hard,10,True,0,0,-1
kodcode-3e4ec7367509,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-dd998cb9c865,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-a57bfd8d32a2,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4d1b525be792,unittest_pytest,ut_pytest,en,,train,0.5,0.7646625258399798,0.23533747416002015,easy,5,True,0,0,-1
kodcode-46763e0cd7bd,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-13e77583ffa2,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-e594c626487e,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-314af6d2fe5a,unittest_function,ut_function,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
opencodeinstruct-3ad102b71ac9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e6e6783cd3e6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-093cde73c6c6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-636789f0dac5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0af639fcc26d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f07662d794a9,unittest_function,ut_function,en,,train,0.125,0.2433322071866417,0.28950108528813084,hard,9,True,0,0,-1
opencodeinstruct-33bd0a57de82,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1da635d0c791,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-75f26dd557cc,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4be1153bf23b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-40f1a11b8189,unittest_function,ut_function,en,,train,0.875,0.9503539361054709,0.13135113863814685,very_easy,1,True,0,0,-1
opencodeinstruct-aefaa25402ea,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f58dcf59d429,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-910691c9647e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f8b8b9c706cf,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-040032499d0d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c076a7acef79,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-75979aa25d02,unittest_function,ut_function,en,,train,0.0,0.1985900603509299,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-28c2c6002e5d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8cadb5335e17,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a27ca194a8b9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-f148e03f1130,unittest_pytest,ut_pytest,en,,train,0.125,0.5294328455231937,0.1778576665572777,hard,9,True,0,0,-1
kodcode-4ca6117301e3,unittest_pytest,ut_pytest,en,,train,0.875,0.9445544330734548,0.14669518138862644,very_easy,1,True,0,0,-1
kodcode-711cc4cb7ea3,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5ebab4a0169d,unittest_function,ut_function,en,,train,0.375,0.7161986484583895,0.22139156632097373,medium,6,True,0,0,-1
kodcode-804f7f80af76,unittest_pytest,ut_pytest,en,,train,0.125,0.6291190448976481,0.14017982474441928,hard,9,True,0,0,-1
kodcode-22f53fe96b65,unittest_pytest,ut_pytest,en,,train,0.5,0.5,0.5,easy,5,True,0,0,-1
opencodeinstruct-6d2af4d4b8f0,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-1db1f9091169,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8d4f20f649c1,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-026661396917,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e8f8060c01d4,unittest_pytest,ut_pytest,en,,train,0.0,0.5564354645876385,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-d6407b8b88e8,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-f642adfd03a0,unittest_pytest,ut_pytest,en,,train,0.875,0.9470170064139497,0.14017982474441928,very_easy,1,True,0,0,-1
kodcode-671cbc788400,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c337650caf8d,unittest_pytest,ut_pytest,en,,train,0.5,0.6069209978830309,0.39581700557867927,easy,5,True,0,0,-1
kodcode-d156ae091d7d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b8137fb50e48,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-6dfb2ba9973c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-cf9ecade9cf9,unittest_function,ut_function,ko,,train,0.625,0.7058012701892219,0.3798089270108396,easy,4,True,0,0,-1
