instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
joke2k__faker.8b401a7d.combine_module__1y51jvcq,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,4,2099,0.4,learnable,core,True,True,291875,swe_smith,en
jd__tenacity.0d40e76f.combine_file__nz9s0cog,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,56,67,0.4,learnable,core,True,True,121884,swe_smith,ko
Knio__dominate.9082227e.combine_file__kbi8bkks,swesmith/Knio__dominate.9082227e,t15_repo_patch,10,55,0.4,learnable,core,True,True,92050,swe_smith,en
Suor__funcy.207a7810.combine_file__hpynyyl2,swesmith/Suor__funcy.207a7810,t15_repo_patch,1,202,0.4,learnable,core,True,True,95147,swe_smith,en
cantools__cantools.0c6a7871.combine_file__1ok259na,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,16,356,0.6,learnable,core,True,True,505477,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__i0gooebd,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,91661,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__kh7gk9le,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.4,learnable,core,True,True,121735,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__hr16k2ip,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,5,118,0.6,learnable,core,True,True,159459,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__ymgdbkre,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.75,learnable,core,True,True,266643,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__qunnfx70,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,2,167,0.6,learnable,core,True,True,442785,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__az8mpkt3,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.25,learnable,core,True,True,78771,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__rin3w3we,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91720,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__3jk0453k,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,7,365,0.4,learnable,core,True,True,519474,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__9p10bve9,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.4,learnable,core,True,True,559779,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__muc4qt7x,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,42,47,0.25,learnable,core,True,True,109809,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__mb0vz2oh,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,57,112,0.25,learnable,core,True,True,388201,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__bjl887iw,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,92305,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__152zvdf6,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,248465,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__5u3yb4dc,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,6,262,0.4,learnable,core,True,True,267517,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__bgj05v4r,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.75,learnable,core,True,True,323342,swe_smith,en
jaraco__inflect.c079a96a.func_basic__56s87rnj,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,5,145,0.75,learnable,core,True,True,187408,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__5x4jvjgf,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,4,3,0.25,learnable,core,True,True,91820,swe_smith,en
joke2k__faker.8b401a7d.combine_file__bqixcnnt,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.4,learnable,core,True,True,438743,swe_smith,ko
pudo__dataset.5c2dc8d3.func_basic__rveulv1r,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.6,learnable,core,True,True,80837,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__tef8cs2v,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,25,394,0.75,learnable,core,True,True,113514,swe_smith,en
Suor__funcy.207a7810.combine_file__ngqssnyf,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.4,learnable,core,True,True,137111,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__uxmeqk7t,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,1,455,0.4,learnable,core,True,True,270878,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__jn0ugk72,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,90308,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__3oyoy4m0,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,13,660,0.6,learnable,core,True,True,133168,swe_smith,en
cknd__stackprinter.219fcc52.func_basic__25ljeyka,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,1,6,0.75,learnable,core,True,True,91601,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__6849utgq,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,250679,swe_smith,en
Knio__dominate.9082227e.combine_file__n1qm27ke,swesmith/Knio__dominate.9082227e,t15_repo_patch,6,59,0.6,learnable,core,True,True,91606,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__akqsiy9t,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,48,41,0.4,learnable,core,True,True,110957,swe_smith,en
jaraco__inflect.c079a96a.func_basic__536jolbn,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,53,97,0.25,learnable,core,True,True,188379,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__ty1ie75n,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,322983,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__p15ejm6y,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,3,416,0.6,learnable,core,True,True,247621,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__hvfjr8u8,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,4,55,0.6,learnable,core,True,True,80505,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__0hwljtvh,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,6,144,0.75,learnable,core,True,True,187287,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__055x2yzv,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,14,155,0.6,learnable,core,True,True,112096,swe_smith,en
jaraco__inflect.c079a96a.func_basic__94dyt8wx,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,38,112,0.6,learnable,core,True,True,186619,swe_smith,ko
Knio__dominate.9082227e.combine_file__ipd1y2xj,swesmith/Knio__dominate.9082227e,t15_repo_patch,9,56,0.4,learnable,core,True,True,91346,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__9iwyt81o,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,48,41,0.25,learnable,core,True,True,110484,swe_smith,ko
pudo__dataset.5c2dc8d3.func_basic__67gq3d1w,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.75,learnable,core,True,True,80283,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__ape0cbzb,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,261988,swe_smith,en
jd__tenacity.0d40e76f.combine_file__oicq97rw,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,25,98,0.6,learnable,core,True,True,159498,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__0fceycuu,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,13,660,0.25,learnable,core,True,True,254567,swe_smith,ko
Knio__dominate.9082227e.func_basic__01pkn73c,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,92084,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,168,505,0.6,learnable,core,True,True,265141,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__bjts5roo,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,3,166,0.4,learnable,core,True,True,431711,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__1pnopti2,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.6,learnable,core,True,True,78823,swe_smith,en
jaraco__inflect.c079a96a.func_basic__1jrv4g0i,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,7,143,0.4,learnable,core,True,True,187071,swe_smith,ko
pudo__dataset.5c2dc8d3.combine_file__fboctjy6,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.4,learnable,core,True,True,80571,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__pim7hbhr,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.75,learnable,core,True,True,92965,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_op_swap__2oxgipl5,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.75,learnable,core,True,True,80076,swe_smith,ko
pygments__pygments.27649ebb.combine_file__45nwhbd4,swesmith/pygments__pygments.27649ebb,t15_repo_patch,4,5056,0.4,learnable,core,True,True,434700,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__lltfzw0k,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,49,10,0.25,learnable,core,True,True,80240,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__yujshjdy,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78528,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__sd1ohtqw,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,64,105,0.4,learnable,core,True,True,233390,swe_smith,ko
cknd__stackprinter.219fcc52.func_basic__30hvrznx,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,1,6,0.6,learnable,core,True,True,91321,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__b5drlb83,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,32,57,0.6,learnable,core,True,True,111100,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__0vv1q5yz,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,6,359,0.4,learnable,core,True,True,361205,swe_smith,en
Suor__funcy.207a7810.combine_file__fkcvx1dp,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.4,learnable,core,True,True,137351,swe_smith,en
Suor__funcy.207a7810.combine_file__bnonopci,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.4,learnable,core,True,True,137349,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__n2js3rxc,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,25,64,0.25,learnable,core,True,True,110181,swe_smith,en
jaraco__inflect.c079a96a.func_basic__9yqwwre7,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,7,143,0.4,learnable,core,True,True,187109,swe_smith,en
joke2k__faker.8b401a7d.combine_module__f7poqcvt,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,6,2097,0.6,learnable,core,True,True,292101,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__s0bcdks5,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,4,119,0.6,learnable,core,True,True,119387,swe_smith,ko
joke2k__faker.8b401a7d.combine_file__htznb606,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,2,2101,0.4,learnable,core,True,True,86879,swe_smith,ko
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__pswkwm97,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.6,learnable,core,True,True,80233,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__4lipjp36,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,6,262,0.6,learnable,core,True,True,264743,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_basic__rmgx8uxc,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,4,14,0.6,learnable,core,True,True,79024,swe_smith,en
jd__tenacity.0d40e76f.combine_module__jua0momz,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.25,learnable,core,True,True,158853,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__380c1d6z,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78538,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__dkox5kc3,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,60,109,0.75,learnable,core,True,True,234129,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__ahsvw4y9,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,322884,swe_smith,en
Suor__funcy.207a7810.combine_file__fhtvhqfu,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.75,learnable,core,True,True,137923,swe_smith,en
cknd__stackprinter.219fcc52.func_basic__1cwksd8q,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,1,6,0.75,learnable,core,True,True,90863,swe_smith,ko
Suor__funcy.207a7810.combine_file__1vbqy9bz,swesmith/Suor__funcy.207a7810,t15_repo_patch,18,185,0.25,learnable,core,True,True,136788,swe_smith,ko
pudo__dataset.5c2dc8d3.combine_file__glss5km2,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.6,learnable,core,True,True,80275,swe_smith,ko
Suor__funcy.207a7810.combine_file__3u9hti2d,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.4,learnable,core,True,True,103113,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__qxclmho4,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,54,356,0.25,learnable,core,True,True,265947,swe_smith,en
pygments__pygments.27649ebb.combine_file__4m8o66cm,swesmith/pygments__pygments.27649ebb,t15_repo_patch,2,5058,0.25,learnable,core,True,True,304400,swe_smith,en
cantools__cantools.0c6a7871.combine_file__1vfs3c1n,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,8,364,0.4,learnable,core,True,True,229877,swe_smith,ko
joke2k__faker.8b401a7d.combine_file__igao2n9v,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2080,0.6,learnable,core,True,True,189729,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__hhvxkwe1,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,60,109,0.25,learnable,core,True,True,237529,swe_smith,en
Suor__funcy.207a7810.combine_file__effl2cbb,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.75,learnable,core,True,True,137371,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__cczk49sy,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,130,234,0.6,learnable,core,True,True,268847,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__f7lheywo,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,3,4,0.4,learnable,core,True,True,91239,swe_smith,ko
Knio__dominate.9082227e.combine_file__29cxy57f,swesmith/Knio__dominate.9082227e,t15_repo_patch,2,63,0.6,learnable,core,True,True,91555,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__4e8v44sy,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,248361,swe_smith,en
jd__tenacity.0d40e76f.combine_file__1n8ql04e,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,5,118,0.6,learnable,core,True,True,159268,swe_smith,ko
jaraco__inflect.c079a96a.combine_file__1m7cawal,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,81,69,0.25,learnable,core,True,True,187866,swe_smith,en
pygments__pygments.27649ebb.combine_file__4kdt7dkw,swesmith/pygments__pygments.27649ebb,t15_repo_patch,151,4909,0.25,learnable,core,True,True,245148,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__3h7ea801,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,108407,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_op_swap__6oubkhmq,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,79971,swe_smith,en
jaraco__inflect.c079a96a.func_basic__c5fpg5vt,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,59,91,0.75,learnable,core,True,True,187124,swe_smith,ko
pyupio__safety.7654596b.combine_module__6x1lxddx,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.25,learnable,core,True,True,545196,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__45wi5g3r,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.75,learnable,core,True,True,250758,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__s2lyq271,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,2,454,0.6,learnable,core,True,True,286144,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__4138xlqs,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,208,0.4,learnable,core,True,True,119428,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__2nfzwp19,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,69,604,0.4,learnable,core,True,True,115135,swe_smith,ko
Knio__dominate.9082227e.combine_file__4oiguynb,swesmith/Knio__dominate.9082227e,t15_repo_patch,62,3,0.4,learnable,core,True,True,91354,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__c3x1nc9h,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,105,305,0.4,learnable,core,True,True,265078,swe_smith,en
pygments__pygments.27649ebb.combine_file__27iktd6j,swesmith/pygments__pygments.27649ebb,t15_repo_patch,22,5038,0.4,learnable,core,True,True,220163,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__a7f2sl8j,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.75,learnable,core,True,True,246901,swe_smith,en
joke2k__faker.8b401a7d.combine_module__egvzvcfr,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,6,2097,0.4,learnable,core,True,True,261058,swe_smith,en
jd__tenacity.0d40e76f.combine_file__mged6jg2,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,4,119,0.4,learnable,core,True,True,159853,swe_smith,en
cantools__cantools.0c6a7871.combine_file__2rrs8i69,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,36,336,0.4,learnable,core,True,True,243264,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__1oowr66z,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,2,363,0.6,learnable,core,True,True,362154,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__b1knf251,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,4,406,0.6,learnable,core,True,True,286054,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__dy8wk66i,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,39,50,0.75,learnable,core,True,True,110600,swe_smith,ko
Knio__dominate.9082227e.combine_file__h3zeq2of,swesmith/Knio__dominate.9082227e,t15_repo_patch,5,60,0.6,learnable,core,True,True,91178,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,5,414,0.4,learnable,core,True,True,249148,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__15p0z6ws,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,58,111,0.6,learnable,core,True,True,114842,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__lukb6vb8,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,106501,swe_smith,ko
jd__tenacity.0d40e76f.combine_module__7f90zoga,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.25,learnable,core,True,True,158694,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_basic__mu1u39zx,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.4,learnable,core,True,True,79309,swe_smith,en
Knio__dominate.9082227e.combine_file__2zd38qg5,swesmith/Knio__dominate.9082227e,t15_repo_patch,5,60,0.6,learnable,core,True,True,92236,swe_smith,en
jaraco__inflect.c079a96a.func_basic__fod8oiog,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,1,149,0.6,learnable,core,True,True,186535,swe_smith,ko
pyupio__safety.7654596b.combine_file__f9rugwlz,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.6,learnable,core,True,True,540986,swe_smith,en
PyCQA__flake8.cf1542ce.combine_file__bnpax9t0,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,41,378,0.4,learnable,core,True,True,116114,swe_smith,en
Knio__dominate.9082227e.combine_file__ubumxmnm,swesmith/Knio__dominate.9082227e,t15_repo_patch,12,53,0.4,learnable,core,True,True,91384,swe_smith,ko
pyupio__safety.7654596b.combine_module__1me0k443,swesmith/pyupio__safety.7654596b,t15_repo_patch,1,117,0.4,learnable,core,True,True,542057,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__md7w9ci8,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,4,3,0.4,learnable,core,True,True,92334,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__l5god4ul,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,40,49,0.6,learnable,core,True,True,111516,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__otikc541,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.4,learnable,core,True,True,117677,swe_smith,en
jd__tenacity.0d40e76f.func_basic__1avsmufn,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,2,121,0.6,learnable,core,True,True,120833,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__6gfxaj0e,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.25,learnable,core,True,True,547674,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__96brcjir,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.4,learnable,core,True,True,77363,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__6cwt9dv9,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,5,668,0.6,learnable,core,True,True,536505,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__1zezezqe,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.6,learnable,core,True,True,77751,swe_smith,ko
mahmoud__boltons.3bfcfdd0.combine_file__uoygvpco,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.6,learnable,core,True,True,115255,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__5gdrqq82,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,69,604,0.4,learnable,core,True,True,114930,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__uhr220qw,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.4,learnable,core,True,True,545636,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__excp6dm2,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,3,2100,0.6,learnable,core,True,True,200255,swe_smith,en
PyCQA__flake8.cf1542ce.combine_file__glhs0z8e,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,5,414,0.6,learnable,core,True,True,247279,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_basic__obaisyei,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.4,learnable,core,True,True,221529,swe_smith,en
jd__tenacity.0d40e76f.func_basic__2xgiyq9x,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,8,115,0.4,learnable,core,True,True,159073,swe_smith,ko
Knio__dominate.9082227e.func_basic__b1llxp0l,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.4,learnable,core,True,True,92105,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__jyuoq9gl,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.4,learnable,core,True,True,263528,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__2m5cdp48,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,49,323,0.4,learnable,core,True,True,472630,swe_smith,en
jaraco__inflect.c079a96a.func_basic__dgf6rpee,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,5,145,0.6,learnable,core,True,True,187002,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0tgvwq39,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,1,168,0.6,learnable,core,True,True,373374,swe_smith,en
Knio__dominate.9082227e.func_basic__z2nm0q5v,swesmith/Knio__dominate.9082227e,t15_repo_patch,4,61,0.75,learnable,core,True,True,91891,swe_smith,en
Suor__funcy.207a7810.combine_file__4ho5rovv,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.4,learnable,core,True,True,136710,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_basic__gmqgye5z,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.6,learnable,core,True,True,78771,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__lrtto2cu,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,46,366,0.25,learnable,core,True,True,321180,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__8rg4mwnx,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.25,learnable,core,True,True,78923,swe_smith,en
PyCQA__flake8.cf1542ce.combine_file__knaurfrv,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,48,371,0.4,learnable,core,True,True,247495,swe_smith,en
jd__tenacity.0d40e76f.combine_file__u92q5owo,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,2,121,0.4,learnable,core,True,True,159091,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__cuo9gg46,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,25,98,0.6,learnable,core,True,True,120561,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__4bk2n7og,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,2,454,0.4,learnable,core,True,True,285911,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_basic__h2xp7n5m,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,111967,swe_smith,ko
